Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
G9358,10,3,"Post-partum screenings, evaluations and education not performed",Pp eval/edu not perf,C,1,20140101,20140101,,N
G9359,10,3,Documentation of negative or managed positive tb screen with further evidence that tb is not active prior to the treatment with a biologic immune response modifier,Neg mgd pos tb notact,C,1,20140101,20200101,,C
G9360,10,3,No documentation of negative or managed positive tb screen,No doc of neg or man pos tb,C,1,20140101,20140101,,N
G9361,10,3,"Medical indication for induction [documentation of reason(s) for elective delivery (c-section) or early induction (e.g., hemorrhage and placental complications, hypertension, preeclampsia and eclampsia, rupture of membranes-premature or prolonged, maternal conditions complicating pregnancy/delivery, fetal conditions complicating pregnancy/delivery, late pregnancy, prior uterine surgery, or participation in clinical trial)]",Doc rsn elect c-sec/induct,C,1,20140101,20170101,,N
G9362,10,3,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure 60 minutes or longer, as documented in the anesthesia record",Mac or pnb w/o genanes >60m,C,1,20150101,20160101,20151231,N
G9363,10,3,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure or general or neuraxial anesthesia less than 60 minutes, as documented in the anesthesia record",Mac or pnb w/o genanes <60m,C,1,20150101,20160101,20151231,N
G9364,10,3,"Sinusitis caused by, or presumed to be caused by, bacterial infection",Sinus caus bac inx,C,1,20150101,20150101,,N
G9365,10,3,One high-risk medication ordered,1high risk med ord,C,1,20150101,20150101,,N
G9366,10,3,One high-risk medication not ordered,1high risk no ord,C,1,20150101,20150101,,N
G9367,10,3,At least two orders for the same high-risk medication,>= 2 same hi-rsk med ord,C,1,20150101,20180101,,N
G9368,10,3,At least two orders for the same high-risk medications not ordered,>= 2 same hi-rsk med not ord,C,1,20150101,20180101,,N
G9369,10,3,Individual filled at least two prescriptions for any antipsychotic medication and had a pdc of 0.8 or greater,Fill 2 rx antipsych,C,1,20150101,20160101,20151231,N
G9370,10,3,Individual who did not fill at least two prescriptions for any antipsychotic medication or did not have a pdc of 0.8 or greater,Not fill 2 rx antipsych,C,1,20150101,20160101,20151231,N
G9376,10,3,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month) following only one surgery,Contd ret attach at 6mth f/u,C,1,20150101,20160101,20151231,N
G9377,10,3,Patient did not have the retina attached after 6 months following only one surgery,No ret attach after 6mt,C,1,20150101,20160101,20151231,N
G9378,10,3,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month),Contd ret attach f/u vis,C,1,20150101,20160101,20151231,N
G9379,10,3,Patient did not achieve flat retinas six months post surgery,No acheive flat ret 6mth,C,1,20150101,20160101,20151231,N
G9380,10,3,Patient offered assistance with end of life issues during the measurement period,Off assis eol iss,C,1,20150101,20150101,,N
G9381,10,3,"Documentation of medical reason(s) for not offering assistance with end of life issues (e.g., patient in hospice care, patient in terminal phase) during the measurement period",Doc med reas no offer eol,C,1,20150101,20180101,20171231,N
G9382,10,3,Patient not offered assistance with end of life issues during the measurement period,No off assis eol,C,1,20150101,20150101,,N
G9383,10,3,Patient received screening for hcv infection within the 12 month reporting period,Recd scrn hcv infec,C,1,20150101,20150101,,N
G9384,10,3,"Documentation of medical reason(s) for not receiving annual screening for hcv infection (e.g., decompensated cirrhosis indicating advanced disease [i.e., ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",Doc med rsn no hcv scrn,C,1,20150101,20180101,,N
G9385,10,3,"Documentation of patient reason(s) for not receiving annual screening for hcv infection (e.g., patient declined, other patient reasons)",Doc pt reas not rec hcv srn,C,1,20150101,20160101,,N
G9386,10,3,"Screening for hcv infection not received within the 12 month reporting period, reason not given",Scrn hcv infec not recd,C,1,20150101,20150101,,N
G9389,10,3,Unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,Unpln rup post cap,C,1,20150101,20160101,,N
G9390,10,3,No unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,No unpln rup post cap,C,1,20150101,20160101,,N
G9391,10,3,"Patient achieves refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",Achv refrac +1d,C,1,20150101,20160101,20151231,N
G9392,10,3,"Patient does not achieve refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",Not achv refrac +1d,C,1,20150101,20160101,20151231,N
G9393,10,3,Patient with an initial phq-9 score greater than nine who achieves remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score of less than five,Ini phq9 >9 remiss <5,C,1,20150101,20150101,,N
G9394,10,3,"Patient who had a diagnosis of bipolar disorder or personality disorder, death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement or assessment period","Dx bipol, death, nhres, hosp",C,1,20150101,20150101,,N
G9395,10,3,Patient with an initial phq-9 score greater than nine who did not achieve remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score greater than or equal to five,Ini phq9 >9 no remiss >=5,C,1,20150101,20150101,,N
G9396,10,3,Patient with an initial phq-9 score greater than nine who was not assessed for remission at twelve months (+/- 30 days),Ini phq9 >9 not assess,C,1,20150101,20150101,,N
G9399,10,3,"Documentation in the patient record of a discussion between the physician/clinician and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward the outcome of the treatment",Doc disc tx choices,C,1,20150101,20150101,,N
G9400,10,3,Documentation of medical or patient reason(s) for not discussing treatment options; medical reasons: patient is not a candidate for treatment due to advanced physical or mental health comorbidity (including active substance use); currently receiving antiviral treatment; successful antiviral treatment (with sustained virologic response) prior to reporting period; other documented medical reasons; patient reasons: patient unable or unwilling to participate in the discussion or other patient reasons,Doc reas no disc tx opt,C,1,20150101,20150101,,N
G9401,10,3,"No documentation of a discussion in the patient record of a discussion between the physician or other qualfied healthcare professional and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward treatment",No disc tx choices,C,1,20150101,20150101,,N
G9402,10,3,Patient received follow-up on the date of discharge or within 30 days after discharge,Recd f/u w/in 30d disch,C,1,20150101,20150101,,N
G9403,10,3,"Clinician documented reason patient was not able to complete 30 day follow-up from acute inpatient setting discharge (e.g., patient death prior to follow-up visit, patient non-compliant for visit follow-up)",Doc reas no 30 day f/u,C,1,20150101,20150101,,N
G9404,10,3,Patient did not receive follow-up on the date of discharge or within 30 days after discharge,No 30 day f/u,C,1,20150101,20150101,,N
G9405,10,3,Patient received follow-up within 7 days after discharge,Recd f/u w/in 7d dc,C,1,20150101,20200101,,C
G9406,10,3,"Clinician documented reason patient was not able to complete 7 day follow-up from acute inpatient setting discharge (i.e patient death prior to follow-up visit, patient non-compliance for visit follow-up)",Doc reas no 7d f/u,C,1,20150101,20150101,,N
G9407,10,3,Patient did not receive follow-up on or within 7 days after discharge,No 7d f/u,C,1,20150101,20150101,,N
G9408,10,3,Patients with cardiac tamponade and/or pericardiocentesis occurring within 30 days,Card tamp w/in 30d,C,1,20150101,20150101,,N
G9409,10,3,Patients without cardiac tamponade and/or pericardiocentesis occurring within 30 days,No card tamp e/in 30d,C,1,20150101,20150101,,N
G9410,10,3,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",Admit w/in 180d req remov,C,1,20150101,20150101,,N
G9411,10,3,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",No admit w/in 180d req remov,C,1,20150101,20150101,,N
G9412,10,3,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",Admit w/in 180d req surg rev,C,1,20150101,20150101,,N
G9413,10,3,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",No admit req surg rev,C,1,20150101,20150101,,N
G9414,10,3,"Patient had one dose of meningococcal vaccine (serogroups a, c, w, y) on or between the patient's 11th and 13th birthdays",1dose menig vac btwn 11 & 13,C,1,20150101,20200101,,C
G9415,10,3,Patient did not have one dose of meningococcal vaccine on or between the patient's 11th and 13th birthdays,No 1dose meni vac btwn 11&13,C,1,20150101,20150101,,N
G9416,10,3,"Patient had one tetanus, diphtheria toxoids and acellular pertussis vaccine (tdap) on or between the patient's 10th and 13th birthdays",Pt 1 tdap betw 10-13 yrs,C,1,20150101,20170101,,N
G9417,10,3,"Patient did not have one tetanus, diphtheria toxoids and acellular pertussis vaccine (tdap) on or between the patient's 10th and 13th birthdays",Pt not 1 tdap betw 10-13 yrs,C,1,20150101,20170101,,N
G9418,10,3,Primary non-small cell lung cancer biopsy and cytology specimen report documents classification into specific histologic type or classified as nsclc-nos with an explanation,Lungcx bx rpt docs class,C,1,20150101,20150101,,N
G9419,10,3,"Documentation of medical reason(s) for not including the histological type or nsclc-nos classification with an explanation (e.g., biopsy taken for other purposes in a patient with a history of primary non-small cell lung cancer or other documented medical reasons)",Med reas not incl histo type,C,1,20150101,20160101,,N
G9420,10,3,Specimen site other than anatomic location of lung or is not classified as primary non-small cell lung cancer,Spec site no lung,C,1,20150101,20150101,,N
G9421,10,3,Primary non-small cell lung cancer biopsy and cytology specimen report does not document classification into specific histologic type or classified as nsclc-nos with an explanation,Lung cx bx rpt no doc class,C,1,20150101,20150101,,N
G9422,10,3,"Primary lung carcinoma resection report documents pt category, pn category and for non-small cell lung cancer, histologic type (squamous cell carcinoma, adenocarcinoma and not nsclc-nos)",Rpt doc class histo type,C,1,20150101,20150101,,N
G9423,10,3,"Documentation of medical reason for not including pt category, pn category and histologic type [for patient with appropriate exclusion criteria (e.g., metastatic disease, benign tumors, malignant tumors other than carcinomas, inadequate surgical specimens)]",Med reas rpt no histo type,C,1,20150101,20150101,,N
G9424,10,3,"Specimen site other than anatomic location of lung, or classified as nsclc-nos",Site no lung or lung cx,C,1,20150101,20150101,,N
G9425,10,3,"Primary lung carcinoma resection report does not document pt category, pn category and for non-small cell lung cancer, histologic type (squamous cell carcinoma, adenocarcinoma)",Spec rpt no doc class histo,C,1,20150101,20150101,,N
G9426,10,3,Improvement in median time from ed arrival to initial ed oral or parenteral pain medication administration performed for ed admitted patients,Impr med time edarr pain med,C,1,20150101,20150101,,N
G9427,10,3,Improvement in median time from ed arrival to initial ed oral or parenteral pain medication administration not performed for ed admitted patients,No impro med time pain med,C,1,20150101,20150101,,N
G9428,10,3,"Pathology report includes the pt category and a statement on thickness, ulceration and mitotic rate",Patho rpt incl pt ctg,C,1,20150101,20190101,,N
G9429,10,3,"Documentation of medical reason(s) for not including pt category and a statement on thickness,  ulceration and mitotic rate (e.g., negative skin biopsies in a patient with a history of melanoma or other documented medical reasons)",Doc med rsn no pt cat,C,1,20150101,20190101,,N
G9430,10,3,Specimen site other than anatomic cutaneous location,Spec site no cutaneous,C,1,20150101,20150101,,N
G9431,10,3,"Pathology report does not include the pt category and a statement on thickness, ulceration and mitotic rate",Patho rpt no pt ctg,C,1,20150101,20190101,,N
G9432,10,3,"Asthma well-controlled based on the act, c-act, acq, or ataq score and results documented",Asth controlled,C,1,20150101,20150101,,N
G9433,10,3,"Death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement period","Death, nhres, hospice",C,1,20150101,20160101,20151231,N
G9434,10,3,"Asthma not well-controlled based on the act, c-act, acq, or ataq score, or specified asthma control tool not used, reason not given",Asth not controlled,C,1,20150101,20150101,,N
G9435,10,3,Aspirin prescribed at discharge,Asp presc disch,C,1,20150101,20170101,20161231,N
G9436,10,3,"Aspirin not prescribed for documented reasons (e.g., allergy, medical intolerance, history of bleed)",Asp not presc doc reas,C,1,20150101,20170101,20161231,N
G9437,10,3,Aspirin not prescribed at discharge,Asp not presc disch,C,1,20150101,20170101,20161231,N
G9438,10,3,P2y inhibitor prescribed at discharge,P2y inhib presc,C,1,20150101,20170101,20161231,N
G9439,10,3,"P2y inhibitor not prescribed for documented reasons (e.g., allergy, medical intolerance, history of bleed)",P2y inhib not presc doc reas,C,1,20150101,20170101,20161231,N
G9440,10,3,P2y inhibitor not prescribed at discharge,P2y inhib not presc,C,1,20150101,20170101,20161231,N
G9441,10,3,Statin prescribed at discharge,Statin presc disch,C,1,20150101,20170101,20161231,N
G9442,10,3,"Statin not prescribed for documented reasons (e.g., allergy, medical intolerance)",Statin not presc doc reas,C,1,20150101,20170101,20161231,N
G9443,10,3,Statin not prescribed at discharge,Statin not presc disch,C,1,20150101,20170101,20161231,N
G9448,10,3,Patients who were born in the years 1945?1965,Born 1945-1965,C,1,20150101,20150101,,N
G9449,10,3,History of receiving blood transfusions prior to 1992,Hx bld transf b/f 1992,C,1,20150101,20150101,,N
G9450,10,3,History of injection drug use,Hx injec drug use,C,1,20150101,20150101,,N
G9451,10,3,Patient received one-time screening for hcv infection,1x scrn hcv infect,C,1,20150101,20150101,,N
G9452,10,3,"Documentation of medical reason(s) for not receiving one-time screening for hcv infection (e.g., decompensated cirrhosis indicating advanced disease [ie, ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",Doc med reas no scrn hcv,C,1,20150101,20150101,,N
G9453,10,3,"Documentation of patient reason(s) for not receiving one-time screening for hcv infection (e.g., patient declined, other patient reasons)",Pt reas no hcv infect,C,1,20150101,20150101,,N
G9454,10,3,"One-time screening for hcv infection not received within 12-month reporting period and no documentation of prior screening for hcv infection, reason not given",No scr hcv inf 12 mth rp,C,1,20150101,20190101,,N
G9455,10,3,"Patient underwent abdominal imaging with ultrasound, contrast enhanced ct or contrast mri for hcc","Abd imag w/us, ct or mri",C,1,20150101,20150101,,N
G9456,10,3,"Documentation of medical or patient reason(s) for not ordering or performing screening for hcc. medical reason: comorbid medical conditions with expected survival < 5 years, hepatic decompensation and not a candidate for liver transplantation, or other medical reasons; patient reasons: patient declined or other patient reasons (e.g., cost of tests, time related to accessing testing equipment)",Doc med pt reas no hcc scrn,C,1,20150101,20150101,,N
G9457,10,3,Patient did not undergo abdominal imaging and did not have a documented reason for not undergoing abdominal imaging in the submission period,Pt no abd img no doc rsn,C,1,20150101,20190101,,N
G9458,10,3,"Patient documented as tobacco user and received tobacco cessation intervention (must include at least one of the following: advice given to quit smoking or tobacco use, counseling on the benefits of quitting smoking or tobacco use, assistance with or referral to external smoking or tobacco cessation support programs, or current enrollment in smoking or tobacco use cessation program) if identified as a tobacco user",Tob user recd cess interv,C,1,20150101,20150101,,N
G9459,10,3,Currently a tobacco non-user,Tob non-user,C,1,20150101,20150101,,N
G9460,10,3,"Tobacco assessment or tobacco cessation intervention not performed, reason not given",No tob assess or cess inter,C,1,20150101,20160101,,N
G9463,10,3,I intend to report the sinusitis measures group,Sinusitis intent,C,1,20150101,20170101,20161231,N
G9464,10,3,All quality actions for the applicable measures in the sinusitis measures group have been performed for this patient,Sinusitis comp,C,1,20150101,20170101,20161231,N
G9465,10,3,I intend to report the acute otitis externa (aoe) measures group,Aoe intent,C,1,20150101,20170101,20161231,N
G9466,10,3,All quality actions for the applicable measures in the aoe measures group have been performed for this patient,Aoe comp,C,1,20150101,20170101,20161231,N
G9467,10,3,Patient who have received or are receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills within the last twelve months,Recd cortico >=10mg/day >60d,C,1,20150101,20170101,20161231,N
G9468,10,3,Patient not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,No recd cortico>=10mg/d >60d,C,1,20150101,20150101,,N
G9469,10,3,Patients who have received or are receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 90 or greater consecutive days or a single prescription equating to 900 mg prednisone or greater for all fills,Rec cortico>90d or 1rx 900mg,C,1,20150101,20200101,,C
G9470,10,3,Patients not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,No rec cortico>60d 1rx 600mg,C,1,20150101,20150101,,N
G9471,10,3,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) not ordered or documented",W/in 2yr dxa not order,C,1,20150101,20150101,,N
G9472,10,3,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) not ordered and documented, no review of systems and no medication history or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed",No dxa no med hx no rv sx,C,1,20150101,20200101,20191231,D
G9473,10,3,"Services performed by chaplain in the hospice setting, each 15 minutes",Chap services at hospice,C,1,20160101,20160101,,N
G9474,10,3,"Services performed by dietary counselor in the hospice setting, each 15 minutes",Diet counsel at hospice,C,1,20160101,20160101,,N
G9475,10,3,"Services performed by other counselor in the hospice setting, each 15 minutes",Other counselor at hospice,C,1,20160101,20160101,,N
G9476,10,3,"Services performed by volunteer in the hospice setting, each 15 minutes",Volun service at hospice,C,1,20160101,20160101,,N
G9477,10,3,"Services performed by care coordinator in the hospice setting, each 15 minutes",Care coord at hospice,C,1,20160101,20160101,,N
G9478,10,3,"Services performed by other qualified therapist in the hospice setting, each 15 minutes",Othe therapist at hospice,C,1,20160101,20160101,,N
G9479,10,3,"Services performed by qualified pharmacist in the hospice setting, each 15 minutes",Pharmacist at hospice,C,1,20160101,20160101,,N
G9480,10,3,Admission to medicare care choice model program (mccm),Admission to mccm,C,1,20160101,20160101,,N
G9481,10,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a problem focused history;  a problem focused examination; and straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are self limited or minor.  typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 10mins,C,1,20160401,20180101,,N
G9482,10,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: an expanded problem focused history; an expanded problem focused examination;  straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of low to moderate severity.  typically, 20 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 20mins,C,1,20160401,20180101,,N
G9483,10,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a detailed history; a detailed examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate severity.  typically, 30 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 30mins,C,1,20160401,20180101,,N
G9484,10,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 45 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 45mins,C,1,20160401,20180101,,N
G9485,10,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 60 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 60mins,C,1,20160401,20180101,,N
G9486,10,3,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a problem focused history; a problem focused examination; straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are self limited or minor.  typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m est. pt 10mins,C,1,20160401,20180101,,N
G9487,10,3,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: an expanded problem focused history; an expanded problem focused examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of low to moderate severity.  typically, 15 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m est. pt 15mins,C,1,20160401,20180101,,N
G9488,10,3,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a detailed history; a detailed examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 25 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m est. pt 25mins,C,1,20160401,20180101,,N
G9489,10,3,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved coms innovation center demonstration project, which requires at least 2 of the following 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 40 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m est. pt 40mins,C,1,20160401,20180101,,N
G9490,10,3,"Cms innovation center models, home visit for patient assessment performed by clinical staff for an individual not considered homebound, including, but not necessarily limited to patient assessment of clinical status, safety/fall prevention, functional status/ambulation, medication reconciliation/management, compliance with orders/plan of care, performance of activities of daily living, and ensuring beneficiary connections to community and other services.  (for use only in medicare-approved cms innovation center models); may not be billed for a 30 day period covered by a transitional care management code",Cmmi mod home visit,C,1,20160401,20180101,,N
G9496,10,3,"Documentation of reason for not detecting adenoma(s) or other neoplasm. (e.g., neoplasm detected is only diagnosed as traditional serrated adenoma, sessile serrated polyp, or sessile serrated adenoma",Doc rsn no adeno/neopl detec,C,1,20160101,20180101,20171231,N
G9497,10,3,Received instruction from the anesthesiologist or proxy prior to the day of surgery to abstain from smoking on the day of surgery,Rec inst no smoke day surg,C,1,20160101,20170101,,N
G9498,10,3,Antibiotic regimen prescribed,Abx reg prescribed,C,1,20160101,20160101,,N
G9499,10,3,Patient did not start or is not receiving antiviral treatment for hepatitis c during the measurement period,No start/rec antvir tx hep c,C,1,20160101,20170101,20161231,N
G9500,10,3,"Radiation exposure indices, or exposure time and number of fluorographic images in final report for procedures using fluoroscopy, documented",Rad expos ind/exp tm doc,C,1,20160101,20170101,,N
G9501,10,3,"Radiation exposure indices, or exposure time and number of fluorographic images not documented in final report for procedure using fluoroscopy, reason not given",Rad expos ind/exp tm no doc,C,1,20160101,20170101,,N
G9502,10,3,"Documentation of medical reason for not performing foot exam (i.e., patients who have had either a bilateral amputation above or below the knee, or both a left and right amputation above or below the knee before or during the measurement period)",Med reas no perf foot exam,C,1,20160101,20160101,,N
G9503,10,3,Patient taking tamsulosin hydrochloride,Pt tk tams hcl,C,1,20160101,20160101,,N
G9504,10,3,"Documented reason for not assessing hepatitis b virus (hbv) status (e.g., patient not initiating anti-tnf therapy, patient declined) prior to initiating anti-tnf therapy",Doc rsn hep b stat not asses,C,1,20160101,20180101,,N
G9505,10,3,Antibiotic regimen prescribed within 10 days after onset of symptoms for documented medical reason,Abx pres w/in 10 dys of symp,C,1,20160101,20160101,,N
G9506,10,3,Biologic immune response modifier prescribed,Bio imm resp mod presc,C,1,20160101,20160101,,N
G9507,10,3,"Documentation that the patient is on a statin medication or has documentation of a valid contraindication or exception to statin medications; contraindications/exceptions that can be defined by diagnosis codes include pregnancy during the measurement period, active liver disease, rhabdomyolysis, end stage renal disease on dialysis and heart failure; provider documented contraindications/exceptions include breastfeeding during the measurement period, woman of child-bearing age not actively taking birth control, allergy to statin, drug interaction (hiv protease inhibitors, nefazodone, cyclosporine, gemfibrozil, and danazol) and intolerance (with supporting documentation of trying a statin at least once within the last 5 years or diagnosis codes for myostitis or toxic myopathy related to drugs)",Doc reas on statin or contra,C,1,20160101,20160101,,N
G9508,10,3,Documentation that the patient is not on a statin medication,Doc pt not on statin,C,1,20160101,20160101,,N
G9509,10,3,Adult patients 18 years of age or older with major depression or dysthymia who reached remission at twelve months as demonstrated by a twelve month (+/-60 days) phq-9 or phq-9m score of less than 5,Adit mdd dys rem 12 mnths,C,1,20160101,20190101,,N
G9510,10,3,Adult patients 18 years of age or older with major depression or dysthymia who did not reach remission at twelve months as demonstrated by a twelve  month (+/-60 days) phq-9 or phq-9m score of less than 5. either phq- 9 or phq-9m score was not assessed or is greater than or equal to 5,Remis12m not phq-9 score <5,C,1,20160101,20200101,,C
G9511,10,3,Index event date phq-9 or phq-9m score greater than 9 documented during the twelve month denominator identification period,Idx evt dte phq>9 doc 12 mo,C,1,20160101,20190101,,N
G9512,10,3,Individual had a pdc of 0.8 or greater,Indiv pdc > 0.8,C,1,20160101,20160101,,N
G9513,10,3,Individual did not have a pdc of 0.8 or greater,Indiv pdc not > 0.8,C,1,20160101,20160101,,N
G9514,10,3,Patient required a return to the operating room within 90 days of surgery,Req ret or w/in 90d of surg,C,1,20160101,20160101,,N
G9515,10,3,Patient did not require a return to the operating room within 90 days of surgery,"No reas, no ret or w/in 90d",C,1,20160101,20160101,,N
G9516,10,3,"Patient achieved an improvement in visual acuity, from their preoperative level, within 90 days of surgery",Impr vis acuit w/in 90d,C,1,20160101,20160101,,N
G9517,10,3,"Patient did not achieve an improvement in visual acuity, from their preoperative level, within 90 days of surgery, reason not given",No impr vis acuit w/in 90d,C,1,20160101,20160101,,N
G9518,10,3,Documentation of active injection drug use,Doc active inj drug use,C,1,20160101,20160101,,N
G9519,10,3,Patient achieves final refraction (spherical equivalent) +/- 1.0 diopters of their planned refraction within 90 days of surgery,Final ref +/- 1.0 w/in 90d,C,1,20160101,20200101,,C
G9520,10,3,Patient does not achieve final refraction (spherical equivalent) +/- 1.0 diopters of their planned refraction within 90 days of surgery,Refract not +/- 1.0 w/in 90d,C,1,20160101,20200101,,C
G9521,10,3,Total number of emergency department visits and inpatient hospitalizations less than two in the past 12 months,Er and ip hosp <2 in 12 mos,C,1,20160101,20160101,,N
G9522,10,3,"Total number of emergency department visits and inpatient hospitalizations equal to or greater than two in the past 12 months or patient not screened, reason not given",Er/ip hosp =/>2 in 12 mos,C,1,20160101,20160101,,N
G9523,10,3,Patient discontinued from hemodialysis or peritoneal dialysis,D/c hemo or perit dialysis,C,1,20160101,20160101,,N
G9524,10,3,Patient was referred to hospice care,Refer to hospice,C,1,20160101,20160101,,N
G9525,10,3,"Documentation of patient reason(s) for not referring to hospice care (e.g., patient declined, other patient reasons)",Doc pt reas no hospice refer,C,1,20160101,20160101,,N
G9526,10,3,"Patient was not referred to hospice care, reason not given","No reason, no refer hospice",C,1,20160101,20160101,,N
G9529,10,3,Patient with minor blunt head trauma had an appropriate indication(s) for a head ct,Minor blunt trauma w/head ct,C,1,20160101,20160101,,N
